cid,replyToCid,type,publishedTimeText,comment,author,authorIsChannelOwner,replyCount,voteCount,hasCreatorHeart,videoId,pageUrl,commentsCount,title
UgyjwHrmKa9QLA4sM0B4AaABAg,,comment,1 month ago,"MAU TANYA TEMPO TLG DONG JELASIN G SOROS ITU SIAPA NYA MEDIA TEMPO ??? 

MAO HANCURIN NKRI YA ???",@Gogo321-i2j,FALSE,0,1,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzAWfnQBOo5viyMeb54AaABAg,,comment,1 month ago,"Maju terus tempo, kami rakyat mendukungmu.",@toyodio5048,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwMoIQICePn8cN3-PF4AaABAg,,comment,1 month ago,Ayo ke lapak keluarganya letkol.bikin gerah….,@angiez3441,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugw3TJaRPvpfM6lJScJ4AaABAg,,comment,1 month ago (edited),"Yang punya yayasan siapa aja tuhhh haha ? 😂 Anggaran 71T, T nya: Tikuss",@boneng073,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugyj56pKGm2_po9P4al4AaABAg,,comment,1 month ago,Bali belum kebagian tuh,@luminamentari7269,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwrdT08MDdYBS0jBeZ4AaABAg,,comment,1 month ago,pantas saja ini media dikirimi kepala B2 dulu bisa dipercaya sekarang seperti di tunggangi pihak luar,@JejakaTua-b4g,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxK3gZHW0BB1cJfDn14AaABAg,,comment,1 month ago,Sdh diduga dan predikisi sejak awal di ceruskan program MBG arahnya pasti biar bisa KKN,@rinaariyani73,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxDyEl3g8Ur8ic2dIp4AaABAg,,comment,1 month ago,Bocorin juga soal ijasah palsu jokowi dong,@tandowiratno3565,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzjczIvpdzBRdkXrC94AaABAg,,comment,1 month ago,kakek kakek disuruh jadi pemimpin ya begini. '. Di berakin sama lingkarannya... Pain in the ass,@oediensoeroedin292,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugz_2-JphZkT5xKILwN4AaABAg,,comment,1 month ago,"jadi rakyat di negeri yang aku lupa namanya ini, nilai rakyat bagi pemerintah ga lebih cuma sekedar komoditas",@A.C.A.B.04,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxA6_DA70DcXPzHWUB4AaABAg,,comment,1 month ago,Mau ganti presiden 1000 kali itu cuma casing nya saja yg beda..isi nya cuma sama..janji manis..itu cuma bullshit..fakta di lapangan membuktikan..,@rendytwocool2917,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwqFAGv79UadEz-kLN4AaABAg,,comment,1 month ago,Sebenarnya lebih simpel kalau yang menyediakan mbg itu oihak sekolah.,@rochwiyanto825,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugxt4lV6CHPzUkg7jBF4AaABAg,,comment,1 month ago,Yang namanya masakan aroma pasti menyengat,@rochwiyanto825,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugz_hoRPfpxmeL1ele14AaABAg,,comment,1 month ago,Semangat Tempo untuk menyuarakan kebenaran .,@purnamawati2759,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzOAYlptQaUpWskg4F4AaABAg,,comment,1 month ago,Dari awal aku walau hanya rakyat kecil tak percaya program ini.,@zidnimeidatasrip9424,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyAZVTKVJgQdYVUBdB4AaABAg,,comment,1 month ago,Ketika durasi 9:15 saya pura-pura kaget aja. 😂,@secondch.8744,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzwJ_1CU-lWfDc-KG14AaABAg,,comment,1 month ago,emang harusnya sekolah sih menyediakan dapurnya lebih hemat banyak dan perporsi bisa dinaikkan dari 10rb ke 15rb,@kevraja,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxsC6ZHy6IBDqm3nch4AaABAg,,comment,1 month ago,"Roti isi (daging/ayam/coklat/kacang ijo/piscok/dll)+Susu, gwe  rasa cukup gizi dan budget paling murah,daripada jenis masakan",@sandiwoles3525,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugzhhomu7mq2DFf_x-l4AaABAg,,comment,1 month ago (edited),"ga heran kan .. knp ngotot ada yg mau program ini harus jalan whatever it take,
sampe potong budget sana sini .......................

sdh ketebak sih,

aniwei .... sehat sehat trs abang abang di Tempo",@reddot2342,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwxTXA9rIGObs66Co94AaABAg,,comment,1 month ago,Investigasi dong ttg ijazah palsu,@AkhmadRizali-j5n,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxVo0q_dyKRYQnbORl4AaABAg,,comment,1 month ago,"Intinya Proyek gagal soalnya di daerah kami belum ada tuh makan gratis 

Percuma kami dulu pilih si Prabowo ini satu hati",@GheiKamdes,FALSE,0,3,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugxwj5arKqheVGIG1uh4AaABAg,,comment,1 month ago,"Mbg itu sangat sulit dilaksanakan dgn benar utk negara sebesar Indonesia ! Bahkan mustahil bisa "" benar dan baik """,@liejoseph2800,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyaePWi213aGkJZ3jh4AaABAg,,comment,1 month ago,Cr yg efektif evisien.  Langsung di erikan kepada ortu murit,@suyatnohasan9895,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwLjs6kVVUUVqlWpH54AaABAg,,comment,1 month ago,Tempo 👍👍👍,@sugiantosugi3798,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzTG3dOT8sBKBaPs794AaABAg,,comment,1 month ago,Dari dulu gua gk suka gerindra partai yang selalu menghalalkan segala cara,@zougaming4703,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxhB6IrSpODXCII-kt4AaABAg,,comment,1 month ago,"Kl Tempo mampu bongkar jkw, prediden tetkorupno2 didunia versi lembaga internasional, itu. Tempo jurnalis terberani & bermoral, apapun agamanya. Byby!!!",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugx4fd9KhPA5khmRJvh4AaABAg,,comment,1 month ago,sedjak mencalonkan PRESIDEN blas ga percaya sama prabowo!!!!!!!,@kangpanjul4755,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwIBfz7xwOuNgn_HFR4AaABAg,,comment,1 month ago,"Tolong Bocor Halus (Tempo) bahas dan kupas tuntas rekrutmen Batch 3 yang terkesan tidak transparan dan tidak profesional , sehingga banyak peserta tes yang sangat kecewa dengan hasil yang tidak diumumkan secara terbuka seperti tes cpns atau tes P3K , tahu-tahu cuma menerima pengumuman lulus/tidak lulus saja tampa tahu nilai hasil tes nya
Terimakasih",@jokosupratno1741,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugxpww99gGNnVE2wKCZ4AaABAg,,comment,1 month ago,Bentuk dukungan saya terhadap tempo dengan tidak skip iklan,@IbuUstira,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugz4cOjw0J8caBfeAzt4AaABAg,,comment,1 month ago,"Keren Tempo, 1 diantara beberapa yang Berani Ungkap semuanya.  Semoga Dibukaan Mata Hati dan Pikiran Para Stakeholder kita bukan untuk ngasih makan circlenya aja.. tapi masy. Indonesia.",@viennafalishamaulidiya6798,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwWtQ6RiJ1k1hqN3yp4AaABAg,,comment,1 month ago,"TOLONG KASIHANI ORANG KANTIN, MEREKA UDAH MAIN SANTET2AN, EH DATANG MBG LAGI.",@whoami-gi8ht,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwnnT8bRNCGGUgrJ6t4AaABAg,,comment,1 month ago,Hingga saat ini siswa di sekolah daerah kami masih makan sendiri di rumah. di sekolah belum ada MBG.,@setyoprayitno6870,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzuC6uq8QdqtO8JkuB4AaABAg,,comment,1 month ago,"Namanya aja Mafia koruptor, masak sekelas intelek tual yempo tdk ngerti kerja silent Mafia.koruptor.mereka bukan pencuri ayam di desa, Maling berdasi.",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzIVRTSBdw-lBavgCx4AaABAg,,comment,1 month ago,"Yg bongkar rahasia proyek MBG itu diyakini, orang gak jebagian hadilnyolong via proyekitu.",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgznGGq8XuehZC8mquJ4AaABAg,,comment,1 month ago,Semua sibelakang layar!yang turun tangan hubungan keluarga dan seterusnya.sudah tradisi dari republik ini,@HendraDra-cv3ni,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyHYLt7sKpawcNBc1h4AaABAg,,comment,1 month ago,"Sblm proyek MBG d umumkan ke publik secara resmi, para kroni dan begundal udah lebih dulu menyiapkan segala persyaratan. Memang mereka ikut mendaftar, tp jelas lolos verifikasi krn lewat jalur fast track😂. Uang negara cuma dinikmatin kroni dan begundal. UMKM? Ndasmu",@murfiharyanto2401,FALSE,0,3,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyNWWnO02d3QcoGHw54AaABAg,,comment,1 month ago,"Tempo masih percaya penegak hukum produck
Rezim Mafia Oligatki &Mafia KoruptorMaling berdasi. Akan nyesel sampai kiamat. Byby!!!",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwbuLTWm-8KNsmTr-t4AaABAg,,comment,1 month ago,Jualan pisang g laku sekarang jualan MBG pasti laku karena yg beli makek uang negara.....Mafia baru,@riaurachmadsukoco7013,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyObI5uAmOcc5TfDhp4AaABAg,,comment,1 month ago,"ProgamMBG, itu politis, carmuk, untuk kepentingan
Pemilu mendatang. Tempo harus mencerdaskan anak bangsa. Penjiplak demokrasi ala kolonialis bule Barat  yg sejarang sdg sekarat, terazab kebakaran Angin Tornado
Banjir bandang salju. Yg sebelumnya belum pernah mereka alami, sekarang nereka sdgsekarat
Salam akal sehat. Byby!!!",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwZvG-VUtiq1hKkG0l4AaABAg,,comment,1 month ago,"konsep pencegahan stuntingnya aja jg udah salah, harusnya kan 1000 hari pertama bayi",@bektigalan,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugwqj-RwnqAUqBH7VA54AaABAg,,comment,1 month ago,"ProgramMGB, itukan
Proyek koruptor, modus carnyolong uang rakyat via RAPBN. Bohong dg uang pribadi/gajinya sendiri, wujud beramal. Kata orang desa. Salam akal sehat. Byby!!!",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugw9fnWq1nesT_PA3q54AaABAg,,comment,1 month ago,"Orba jilid 2
KKN merajalela",@firdaussarah1925,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugzfrg8vtC5rmUapajR4AaABAg,,comment,1 month ago,"Terazablah Rezim Mafia Oligarki& Mafia koruptor/maling berdasi, istlah orang desa. & para Anteknya sipil/militer, hingga anak keturunanya. dimanapun mer e ka berada. Salam akal sehat/
WarasByby!!!",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzU-Xog2M3SUJtXItp4AaABAg,,comment,1 month ago,"Terazablah Rezim Mafia Oligarki& Mafia koruptor/maling berdasi, istlah orang desa. & para Anteknya sipil/militer, hingga anak keturunanya. dimanapun mer e ka berada. Salam akal sehat/
WarasByby!!!",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyEE9tgp01MKy_5WVZ4AaABAg,,comment,1 month ago,"Tempo belum bongkar kebenaran dugaan, jkwi, presiden terkorup no 2, diduniaversi Lembaga internasionalCCRP. Korusi apa, adahubunganya dg in estor Asing di indonesia;
Freeport, Mobil Oil, dll. Investigasi Kompas harus tdk kalah. dg lembaga internasional itu. Tertuduh, 
Minta bukti/jkwi. Ada hubunganya dg aksi korupsi di pertamina, pt timah, telkom. Perkebunan kelapa sawit dll Salam akal sehat/waras.Byby!!!",@GondoSierad,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyC1PYnUD0Rm70QkFh4AaABAg,,comment,1 month ago,"Terlalu ribet sih mnrtku program makan gratis.blm tentu dimakan ma anak2 sd. Ank sy aj kelas 3 mkn masih disuapin, udah gitu makannya lama bngt. Habis dah waktu belajar buat makan.",@NeniYuniarsih-c3f,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzjiNfsHpEHmjzPXSd4AaABAg,,comment,1 month ago,Masak teroossss😂😂😂🎉🎉🎉,@kamiliamuashasan4569,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzL1wBTsmo6RaoenDR4AaABAg,,comment,1 month ago,"Hapus BGN! Program biar dijalankan sekolah masing2… 
Ga perlu badan baru, birokrasi panjang, pemborosan. Kl mau simpel: minta sekolah yg adakan! Kearifan lokal akan terjamin, rantai birokrasi tdk memanjang, transfer dana lgsg dr negara ke sekolah, pengawasan bs lbh ajeg…",@tipartv,FALSE,2,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxvKS2m0JjMAny9t-d4AaABAg,,comment,1 month ago,Salah satu lahan,@Aminah05-di7vv,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugx00eDAowguIdhqeIx4AaABAg,,comment,1 month ago,"Pokoknya seru kalau ada Tempo, gaspol😂😂",@ChristinaWahyuningsih-fn4xz,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgynKmNv4zmvaCHJVEZ4AaABAg,,comment,1 month ago,Semua akan jelek kalo kita bertanya kepada yg namae : Tempo 😅😅😅😅😅😅,@rahmasiska3389,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgxLhu-th1BJep88cz14AaABAg,,comment,1 month ago,Bocor keliling 👍👍👍✌️,@budihastono8267,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugyh_8gDkntl6gGmk7Z4AaABAg,,comment,1 month ago,"Semoga bocor alus tetap dijalan yg benar, lurus dan jujur dijalan kebenaran",@pututputut7040,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgyDZHf6xN6jQ0bzsl14AaABAg,,comment,1 month ago,"Ternyata yg dilapangan harga perporsi itu 7.000 

Dengan harga segitu apakah dibilang layak makan bergizi..,, heran dan anehh",@malikaprinting1410,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugyma56D0a_mP8Qy8aJ4AaABAg,,comment,1 month ago,"Jelas lah ,orang parpol dan pendukung baru du subcont ke yayasan ,baru ke pelasana cathering ,ujung2nya pelaksana cathring kebagian sedikit,low budget ,akibatnya makanannya kurang kualitasnya",@inspirasitanparugi,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzZpxGg6OKBDcocqmF4AaABAg,,comment,1 month ago,Keracunan massal bakal terjadi (mengeriken),@mawardi0675,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzL1wBTsmo6RaoenDR4AaABAg.AHFGgJWM7nnAHHC3CSeWMu,UgzL1wBTsmo6RaoenDR4AaABAg,reply,1 month ago,Sekolah rempong brow. Nanti dituduh korupsi sm orgtua. Pesan aja ke warung2 makan.,@maubelishop,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzL1wBTsmo6RaoenDR4AaABAg.AHFGgJWM7nnAHHC8AGaNVQ,UgzL1wBTsmo6RaoenDR4AaABAg,reply,1 month ago,Namanya jg proyek ya hrs ribet biar korupsi 🤣🤣🤣,@maubelishop,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwNQiL6rqnENd7Cxp14AaABAg,,comment,1 month ago,Bisanya hanya mengkritik...memang kalian bisa apa utk negara...masalah makan saja kok jadi masalah ..siapapun presiden nya harus didukung.. kalau hidup hanya utk omong2 saja.. itu norak...kalo ada solusi boleh dibanggakan...kalo tdk ada solusi mending bungkam saja mulut kalian,@IC-UC,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwXYTIRQiM0xj2H30p4AaABAg,,comment,1 month ago,"Kalau terbukti ada koruptor di program makan bergizi gratis, 
Berarti pelakunya memang betul"" penghianat negara, karena korupsi ditengah"" gencarnya efisiensi anggaran",@muhammarwahid8459,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzuDfr-dkI-joAdowp4AaABAg,,comment,1 month ago (edited),"UDAH YG BENER ITU PENDIDIKAN GRATIS..!! Supaya cerdas bangsa ini, org lain udh piknik ke bulan kita msh begini aja.. 😭😭😭",@maharani3193,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgylebwltfakbFgi_FN4AaABAg,,comment,1 month ago,seperti biasa nara sumber: Trust me bro,@TunyulWismul,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugx2pRwP8STdSFZQV094AaABAg,,comment,1 month ago,"Mau ngikut pola di jepang, akan memunculkan masalah baru yang sudah kita ketahui bersama",@enawanfaridkusuma2405,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
Ugx0qivjkzIz3u6muVl4AaABAg,,comment,1 month ago,"Tempo sering memasak, cuma kadang hambar dan kadang keasinan sering nya gosong",@iwanagustristiawan9598,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzKCAldxdzePBsUjsJ4AaABAg,,comment,1 month ago,"Dana minta nambah terus, menu2 dikotak katik tetus biar murah susu sapi jadi ikan, daging jd daun kelor 😊 wes..angel..angel..wes..😅",@Daisy-bs1on,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgwuO5c7zxQo87XP7VJ4AaABAg,,comment,1 month ago,Semoga tempo tidak pernah berubah sepanjang masa..🎉,@yanigondodiyoto9335,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
UgzNahkfjm32mW6NfdZ4AaABAg,,comment,1 month ago,Bagaimana tanggapan tempo dengan perekrutan SPPI/Sarjana penggerak pembangunan indonesia untuk mengawal program MBG,@liquidpart,FALSE,0,0,FALSE,a2WXt0aW76g,https://www.youtube.com/watch?v=a2WXt0aW76g,3896,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik
