conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
"1,9182E+18",Fri May 02 06:51:14 +0000 2025,0,Makan siang gratis bayarannya pake mental,"1,9182E+18",,,in,,0,0,0,https://x.com/monroseya/status/1918196567460462994,98065306,monroseya
"1,9182E+18",Fri May 02 06:49:32 +0000 2025,0,Mana nih makan siang gratis gua? (Hari ke194),"1,9182E+18",,,in,,1,0,0,https://x.com/kematttian/status/1918196136902578650,"1,77289E+18",kematttian
"1,91819E+18",Fri May 02 06:34:40 +0000 2025,5,Ih lupa kalo di kantor tiap hari Jumat ada makan siang gratis kenapa tadi aku malah makan sendiri ya ,"1,91819E+18",,,in,,0,2,0,https://x.com/lastzkiu/status/1918192398330732982,"1,81529E+18",lastzkiu
"1,91819E+18",Fri May 02 06:05:33 +0000 2025,23,Ditawari program 1 keluarga 1 sarjana malah pilih makan siang gratis. https://t.co/Dno7k5p2U2,"1,91819E+18",https://pbs.twimg.com/media/Gp7DJ7xboAAuBoP.jpg,,in,Indonesia,0,7,2,https://x.com/hansssolo/status/1918185069518426293,219548433,hansssolo
"1,91814E+18",Fri May 02 04:54:45 +0000 2025,0,@AestheticalAnne masihh adaa!! BESOK JUGA ADA es krim gratis dan makan siang gratis,"1,91817E+18",,AestheticalAnne,in,131 ,0,0,0,https://x.com/nixieVSmekflu/status/1918167251209076832,"1,33306E+18",nixieVSmekflu
"1,91816E+18",Fri May 02 04:37:39 +0000 2025,2,Sekitar 100 anak di Mokama Bihar India jatuh sakit setelah mengonsumsi makan siang gratis dari sekolahnya pada pekan lalu. / #india #makansiang #gratis https://t.co/gf6B26b3mO,"1,91816E+18",,,in,Jakarta,0,0,1,https://x.com/kompascom/status/1918162947203055636,23343960,kompascom
"1,91801E+18",Fri May 02 04:15:10 +0000 2025,0,@tekarok007 Hidup itu kudu realistis... Dapur kudu ngebul meski ngibul ngibul... Anak bini kudu di empani yang bergizi... Jangan lupa Bini waralaba juga kudu skincare-an. Hari gini emang ada makan siang gratis... Hidup itu penuh Pejuhwangan... Maju perut pantat mundur membela bandar,"1,91816E+18",,tekarok007,in,,0,0,0,https://x.com/boyheboy/status/1918157289099575399,634667156,boyheboy
"1,91815E+18",Fri May 02 03:45:23 +0000 2025,0,@clotyver Iyaaa kan di sini juga gak pada setuju makan siang gratis mending pendidikannya biayanya di gratisin,"1,91815E+18",,clotyver,in,Alaska kidul,0,0,0,https://x.com/fyecobiie/status/1918149794738147416,"1,78165E+18",fyecobiie
"1,91799E+18",Fri May 02 03:43:23 +0000 2025,0, Tak ada makan siang gratis yg ada adalah deal hutang walau dibungkus narasi bantuan . Alias pasti ada imbal balik yg diharapkan Cina. https://t.co/J2aDRoEvYS,"1,91815E+18",https://pbs.twimg.com/media/Gp6inhpawAU4Ymh.jpg,SumandoGaek,in,Indonesia Raya,0,0,0,https://x.com/SumandoGaek/status/1918149293598445762,"1,25404E+18",SumandoGaek
"1,91815E+18",Fri May 02 03:37:47 +0000 2025,0,Ternyata di tempat ku anak-anak sd+SMP-nya keracunan makan siang gratis,"1,91815E+18",,,in,Alaska kidul,1,12,0,https://x.com/fyecobiie/status/1918147882341023807,"1,78165E+18",fyecobiie
